screen_seq,record_id,doi,arxiv_id,title,authors,year,venue,venue_tier,lineages,screen_score,abstract_available,decision,reason_code,note,lineage_final,screened_utc,screener
370,doi:10.1109/lra.2023.3313926,10.1109/lra.2023.3313926,,Polytope-based Continuous Scalar Performance Measure with Analytical Gradient for Effective Robot Manipulation,Keerthi Sagar; Stéphane Caro; Takn Padr; Philip Long,2023,IEEE Robotics and Automation Letters,R,L6_contact_collision_localization,8.575,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Kinetostatic performance index,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
371,doi:10.1109/tmech.2024.3359334,10.1109/tmech.2024.3359334,,"Advances in Flexible Robotic Manipulator Systems — Part II: Planning, Control, Applications, and Perspectives",Bai Li; Xinyuan Li; Hejia Gao; Fei–Yue Wang,2024,IEEE/ASME Transactions on Mechatronics,C,L2_manipulator_actuator_sensor_fdi,8.56,true,EXCLUDE,SURVEY_TANGENTIAL,Flexible-manipulator planning/control review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
372,doi:10.1007/978-981-96-3560-3_18,10.1007/978-981-96-3560-3_18,,Observer-Based Fault-Tolerant Control for Robot Manipulator with Actuator Faults,Jianbang Huang; Teng Cao; Baodi Guo; Zhaopeng Wang,2025,Lecture Notes in Electrical Engineering,other,L2_manipulator_actuator_sensor_fdi,8.5,false,EXCLUDE,OFF_TOPIC_OTHER,Observer FTC chapter,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
373,doi:10.1007/s10514-023-10091-y,10.1007/s10514-023-10091-y,,Visuo-haptic object perception for robots: an overview,Nicolás Navarro-Guerrero; Sibel Toprak; Josip Josifovski; Lorenzo Jamone,2023,Autonomous Robots,other,L_killer_precision,8.5,true,EXCLUDE,SURVEY_TANGENTIAL,Visuo-haptic perception overview,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
374,doi:10.1007/s11263-020-01400-4,10.1007/s11263-020-01400-4,,The MVTec Anomaly Detection Dataset: A Comprehensive Real-World Dataset for Unsupervised Anomaly Detection,Paul Bergmann; Kilian Batzner; Michael Fauser; David Sattlegger; Carsten Steger,2021,International Journal of Computer Vision,other,L8_public_benchmarks_transfer; L_recent_2025_2026,8.5,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,MVTec AD dataset (IJCV); benchmark-design reference from visual AD,L8_public_benchmarks_transfer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
375,doi:10.1016/j.jmsy.2024.05.013,10.1016/j.jmsy.2024.05.013,,Robotised disassembly of electric vehicle batteries: A systematic literature review,Tero Kaarlela; Enrico Villagrossi; Alireza Rastegarpanah; Alberto San-Miguel; Tomi Pitkäaho,2024,Journal of Manufacturing Systems,other,L_killer_precision,8.5,true,EXCLUDE,SURVEY_TANGENTIAL,EV battery disassembly review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
376,doi:10.1016/j.robot.2026.105611,10.1016/j.robot.2026.105611,,Fault detection for serial robotic manipulators: A review,Thomas French; Patrick Kosierb; Yuandi Wu; Alex McCafferty-Leroux; S. Andrew Gadsden,2026,Robotics and Autonomous Systems,other,L8_public_benchmarks_transfer,8.5,true,INCLUDE_PRIORITY,DIRECT_NEIGHBOR_CANDIDATE,2026 RAS review: fault detection for serial robotic manipulators — the field's newest dedicated review; primary coverage-verification anchor,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
377,doi:10.1038/s41467-021-21880-3,10.1038/s41467-021-21880-3,,Molecular correlates of muscle spindle and Golgi tendon organ afferents,Katherine Oliver; Danny Florez-Paz; Tudor C. Badea; George Z. Mentis; Vilas Menon; Joriene C. de Nooij,2021,Nature Communications,S,L6_contact_collision_localization,8.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Proprioceptor molecular biology,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
378,doi:10.1038/s41598-026-57474-6,10.1038/s41598-026-57474-6,,A self-orchestrating physics-discovering neural architecture for adaptive and fault-resilient robotic motion control via RPA and digital twins,Daksh Singla; G. Logeswari; K. Tamilarasi; J. Deepika Roselind,2026,Scientific Reports,other,L8_public_benchmarks_transfer,8.5,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,"PINN+RPA+digital-twin 'fault-resilient' motion control (Sci Rep 2026); inflated framing, verify only if cited",L4_structured_chain_graph_dynamics,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
379,doi:10.1109/lsens.2026.3656499,10.1109/lsens.2026.3656499,,CatBoost-Driven Anomaly Detection in Industrial Robotic Arms Using CASPER Dataset,Priyanshu Doshi; Neal Daftary; Hetavi Jani; Anuja Nair,2026,IEEE Sensors Letters,other,L8_public_benchmarks_transfer,8.5,false,INCLUDE_FULLTEXT,DATASET_OR_CODE_PAPER,CatBoost AD on 'CASPER' industrial robot-arm dataset (Sens. Lett. 2026); unknown public dataset — must identify CASPER,L8_public_benchmarks_transfer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
380,doi:10.1109/msmc.2026.3672269,10.1109/msmc.2026.3672269,,A Dynamic Gradient Modulated Barrier Neural Network for Collision Avoidance of Mobile Dual-Manipulator Humanoid Robot,Zhijun Zhang; Chenke Huang; Zhongwen Cao,2026,"IEEE Systems, Man, and Cybernetics Magazine",other,L4_structured_chain_graph_dynamics; L_recent_2025_2026,8.5,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Barrier NN collision avoidance for humanoid,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
381,doi:10.1109/tii.2021.3103412,10.1109/tii.2021.3103412,,Simulation-Driven Domain Adaptation for Rolling Element Bearing Fault Diagnosis,Chenyu Liu; Konstantinos Gryllias,2022,IEEE Transactions on Industrial Informatics,C,L10_cross_robot_few_shot,8.5,true,INCLUDE_FULLTEXT,METHOD_RELEVANT,Simulation-driven domain adaptation for FD (TII22); physics-sim-to-real transfer concept relevant to any sim-grounded story,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
382,doi:10.1109/tii.2023.3268750,10.1109/tii.2023.3268750,,Gaussian Mixture Variational-Based Transformer Domain Adaptation Fault Diagnosis Method and Its Application in Bearing Fault Diagnosis,Yiyao An; Ke Zhang; Yi Chai; Zhiqin Zhu; Qie Liu,2024,IEEE Transactions on Industrial Informatics,C,L10_cross_robot_few_shot,8.5,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,GMVTDA transformer DA bearing FD (TII),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
383,doi:10.1109/tmech.2023.3292969,10.1109/tmech.2023.3292969,,Semisupervised Subdomain Adaptation Graph Convolutional Network for Fault Transfer Diagnosis of Rotating Machinery Under Time-Varying Speeds,Pengfei Liang; Leitao Xu; Han Shuai; Xiaoming Yuan; Bin Wang; Lijie Zhang,2024,IEEE/ASME transactions on mechatronics,C,L10_cross_robot_few_shot,8.5,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Subdomain-adaptation GCN under time-varying speeds (TMech),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
384,doi:10.1201/9781003463559-5,10.1201/9781003463559-5,,Deep Learning for Anomaly Detection in IoT Time Series,Jiange Jiang; Chen Chen,2025,Advanced Techniques for Anomaly Detection,other,L4_structured_chain_graph_dynamics; L7_mtsad_context_ood_sequential,8.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,IoT TSAD book chapter,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
385,doi:10.14293/pr2199.002355.v1,10.14293/pr2199.002355.v1,,Context-Aware AI Models for Anomaly Detection in Encrypted 5G and IoT Networks,Betty Heleen,2025,,other,L5_lie_geometry_equivariant; L7_mtsad_context_ood_sequential,8.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Encrypted-network AD,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
386,doi:10.21203/rs.3.rs-8561264/v1,10.21203/rs.3.rs-8561264/v1,,Dynamic Event-Triggered Fault-Tolerant Control for a Delayed Flexible Manipulator With Actuator Failures,Qian Qiu; Yun Liu; Chunbin Qin,2026,,other,L2_manipulator_actuator_sensor_fdi,8.5,false,EXCLUDE,OFF_TOPIC_OTHER,Event-triggered FTC stub,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
387,doi:10.2139/ssrn.6506798,10.2139/ssrn.6506798,,Singularity and Collision Avoidance in Robotic Manufacturing via Augmented Manipulator and Barrier Functions,Felice Andrea Pellegrino; Erica Salvato; Walter Vanzella,2026,,other,L6_contact_collision_localization,8.5,false,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Barrier-function singularity/collision avoidance stub,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
388,doi:10.2139/ssrn.7052241,10.2139/ssrn.7052241,,Robotic Vision-based Tram Wheel Surface Defect Detection with Profile-Guided Multi-View Anomaly Detection,Sangyup Lee; Jin Choi; Naeun Lee; Hyeonbin Kim; Janghun Hyeon,2026,,other,L8_public_benchmarks_transfer,8.5,false,EXCLUDE,NOT_ROBOT_DOMAIN,Tram-wheel surface defect stub,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
389,doi:10.3390/electronics12102323,10.3390/electronics12102323,,DC-YOLOv8: Small-Size Object Detection Algorithm Based on Camera Sensor,Haitong Lou; Xuehu Duan; Junmei Guo; Haiying Liu; Jason Gu; Lingyun Bi; Haonan Chen,2023,Electronics,MDPI,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,8.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,YOLO variant (MDPI),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
390,doi:10.37934/spaset.1.1.7683a,10.37934/spaset.1.1.7683a,,Computer-Based FTC System for Flexible Robot Manipulator System under Actuator and Sensor Faults,Siti Fadilah Abd Latip; Abd Rashid Husain; Mohd Ariffanan Mohd Basri,2025,Semarak Proceedings of Applied Sciences and Engineering Technology,other,L2_manipulator_actuator_sensor_fdi,8.5,true,EXCLUDE,OFF_TOPIC_OTHER,"FTC simulation, weak venue",,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
391,doi:10.5220/0014238500004052,10.5220/0014238500004052,,Context-Aware Autoencoders for Anomaly Detection in Maritime Surveillance,Divya Acharya; Pierre Bernabé; Antoine Chevrot; Helge Spieker; Arnaud Gotlieb; Bruno Legeard,2026,Proceedings of the 18th International Conference on Agents and Artificial Intelligence,other,L5_lie_geometry_equivariant; L7_mtsad_context_ood_sequential,8.5,false,EXCLUDE,NOT_ROBOT_DOMAIN,Maritime surveillance AE,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
392,doi:10.5220/0014253200004084,10.5220/0014253200004084,,Anomaly Detection Using a Lite PatchCore for Mobile Robotic Industrial Application,Lelio Lardon; Vincente H. Guis; Eric Busvelle,2026,Proceedings of the 21st International Conference on Computer Vision Theory and Applications,other,L8_public_benchmarks_transfer,8.5,true,EXCLUDE,WRONG_OBJECT,Lite PatchCore visual AD on mobile platform,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
393,tay:coffail a dataset of successful and anomalous robot skill executions in the context of coffee preparation|mitrevski|2026,,,COFFAIL: A Dataset of Successful and Anomalous Robot Skill Executions in the Context of Coffee Preparation,Alex Mitrevski; Ayush Salunke,2026,arXiv (Cornell University),other,L8_public_benchmarks_transfer,8.5,false,INCLUDE_PRIORITY,DATASET_OR_CODE_PAPER,COFFAIL (2026): new dataset of successful+anomalous robot skill executions; expands public robot-AD data landscape,L8_public_benchmarks_transfer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
394,doi:10.1109/tii.2025.3598445,10.1109/tii.2025.3598445,,Source-Free Domain Adaptation for Open-Set Cross-Domain Fault Diagnosis,Jilun Tian; Hao Luo; Shimeng Wu; Pengfei Yan; Jiusi Zhang,2025,IEEE Transactions on Industrial Informatics,C,L10_cross_robot_few_shot,8.478,true,INCLUDE_FULLTEXT,METHOD_RELEVANT,Source-free open-set cross-domain FD (TII25); unknown-fault vs domain-shift discrimination — close to our fault-vs-context question,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
395,doi:10.1038/s41467-021-22570-w,10.1038/s41467-021-22570-w,,The VRNetzer platform enables interactive network analysis in Virtual Reality,Sebastian Pirch; Felix Müller; Eugenia Iofinova; Júlia Pázmándi; Christiane V. R. Hütter; Martin Chiettini; Celine Sin; Kaan Boztuǧ; Iana Podkosova; Hannes Kaufmann; Jörg Menche,2021,Nature Communications,S,L6_contact_collision_localization,8.476,true,EXCLUDE,NOT_ROBOT_DOMAIN,VR network visualization,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
396,doi:10.1007/978-3-031-31066-9_62,10.1007/978-3-031-31066-9_62,,Anomaly Detection and Classification in Agricultural Produce Using Image Processing and CNN Assisted by a Robotic Arm,Varsha Viswanathan; Supraajha Murali; Venkatakrishnan Veeraraghavan,2023,Lecture Notes in Networks and Systems,other,L8_public_benchmarks_transfer,8.416,false,EXCLUDE,NOT_ROBOT_DOMAIN,Agricultural produce CNN chapter,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
397,doi:10.1088/2631-8695/adb5d9,10.1088/2631-8695/adb5d9,,Reinforced subdomain-adversarial generalization network for multi-source fault diagnosis in industrial robotic joint reducers,Qing Yan; Bin Xu,2025,Engineering Research Express,other,L10_cross_robot_few_shot,8.416,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Multi-source domain generalization for robot joint reducers (ERX); weak venue,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
398,doi:10.1109/lra.2026.3692080,10.1109/lra.2026.3692080,,A Model-Based Visual Contact Localization and Force Sensing System for Compliant Robotic Grippers,Kaiwen Zuo; Shuyuan Yang; Zonghe Chua,2026,IEEE Robotics and Automation Letters,R,L6_contact_collision_localization,8.416,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Visual contact localization/force sensing for compliant grippers (RAL26),L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
399,doi:10.1109/tro.2025.3588455,10.1109/tro.2025.3588455,,Baseline Policy Adapting and Abstraction of Shared Autonomy for High-Level Robot Operations,Ehsan Yousefi; Mo Chen; Inna Sharf,2025,IEEE Transactions on Robotics,R,L8_public_benchmarks_transfer,8.416,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Shared-autonomy framework,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
400,doi:10.23919/ascc56756.2022.9828138,10.23919/ascc56756.2022.9828138,,Prescribed performance adaptive fault-tolerant control for a manipulator,Duc Thien Tran; Thien Quang Nguyen,2022,2022 13th Asian Control Conference (ASCC),other,L2_manipulator_actuator_sensor_fdi,8.416,true,EXCLUDE,OFF_TOPIC_OTHER,Prescribed-performance FTC,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
401,doi:10.1007/s10846-021-01312-6,10.1007/s10846-021-01312-6,,Endowing Robots with Longer-term Autonomy by Recovering from External Disturbances in Manipulation Through Grounded Anomaly Classification and Recovery Policies,Shuangqi Luo; Hongmin Wu; Shuangda Duan; Yijiong Lin; Juan Rojas,2021,Journal of Intelligent & Robotic Systems,other,L9_foundation_multimodal,8.382,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,"Grounded anomaly classification + recovery policies in manipulation (JINT21, introspection line); L7 robot-AD with recovery",L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
402,doi:10.1016/j.ymssp.2023.111022,10.1016/j.ymssp.2023.111022,,Non-contact sensing for anomaly detection in wind turbine blades: A focus-SVDD with complex-valued auto-encoder approach,Gaëtan Frusque; Daniel Mitchell; Jamie Blanche; David Flynn; Olga Fink,2023,Mechanical Systems and Signal Processing,C,L8_public_benchmarks_transfer,8.381,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Wind-turbine blade inspection SVDD,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
403,doi:10.1109/tii.2022.3229130,10.1109/tii.2022.3229130,,Intelligent Fault Diagnosis With Noisy Labels via Semisupervised Learning on Industrial Time Series,Cheng Cheng; Xiaoyu Liu; Beitong Zhou; Ye Yuan,2023,IEEE Transactions on Industrial Informatics,C,L10_cross_robot_few_shot,8.359,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Noisy-label semisupervised FD on generic industrial TS,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
404,doi:10.1109/iros55552.2023.10341897,10.1109/iros55552.2023.10341897,,Multiple-Contact Estimation for Tendon-Driven Continuum Robots with Proprioceptive Sensor Information by Contact Particle Filter and Kinetostatic Models,Tim-David Job; Martin Bensch; Moritz Schappler,2023,2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),R,L6_contact_collision_localization,8.332,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Contact particle filter for tendon-driven continuum robots,L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
405,doi:10.1109/lra.2024.3519857,10.1109/lra.2024.3519857,,Experimental Validation of Sensitivity-Aware Trajectory Planning for a Redundant Robotic Manipulator Under Payload Uncertainty,Ali Srour; Antonio Franchi; Paolo Robuffo Giordano; Marco Cognetti,2024,IEEE Robotics and Automation Letters,R,L3_learned_momentum_observer,8.332,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Sensitivity-aware trajectory planning under payload uncertainty; control-side robustness,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
406,doi:10.3389/frobt.2024.1504651,10.3389/frobt.2024.1504651,,Versatile graceful degradation framework for bio-inspired proprioception with redundant soft sensors,Taku Sugiyama; Kyo Kutsuzawa; Dai Owaki; Elijah Almanzor; Fumiya Iida; Mitsuhiro Hayashibe,2025,Frontiers in Robotics and AI,other,L5_lie_geometry_equivariant,8.332,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Graceful degradation with redundant soft sensors; sensor-fault tolerance in soft proprioception,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
407,doi:10.3390/electronics15030628,10.3390/electronics15030628,,SCAT: A Spectral-Convolutional Anomaly Transformer for Multivariate Time Series Anomaly Detection,Shuqin Zhang; Shaoqiang Chen; Jun Li,2026,Electronics,MDPI,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,8.332,true,INCLUDE_BACKGROUND,VENUE_EXCLUDED_MDPI,SCAT spectral-conv transformer MTSAD (Electronics),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
408,doi:10.1109/access.2021.3055619,10.1109/access.2021.3055619,,Mode-Dependent Event-Triggered Fault Detection for Nonlinear Semi-Markov Jump Systems With Quantization: Application to Robotic Manipulator,Yidao Ji; Chenan Wang; Wei Wu,2021,IEEE Access,other,L5_lie_geometry_equivariant,8.318,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Semi-Markov jump event-triggered FD filter with manipulator example; theory-side,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
409,doi:10.3390/app112110403,10.3390/app112110403,,A Combined Anomaly and Trend Detection System for Industrial Robot Gear Condition Monitoring,Corbinian Nentwich; Gunther Reinhart,2021,Applied Sciences,MDPI,L_killer_precision,8.318,true,INCLUDE_BACKGROUND,VENUE_EXCLUDED_MDPI,Anomaly+trend industrial robot gear monitoring system (ApplSci),L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
410,doi:10.1109/lra.2022.3180428,10.1109/lra.2022.3180428,,Augmented Neural Network for Full Robot Kinematic Modelling in SE(3),Francesco Cursi; Weibang Bai; Weiyi Li; Eric M. Yeatman; Petar Kormushev,2022,IEEE Robotics and Automation Letters,R,L4_structured_chain_graph_dynamics,8.297,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Augmented NN for full kinematic modelling in SE(3) (RAL22); geometry-structured model learning for L5,L5_lie_geometry_equivariant,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
